movie_odid,display_name,release_odid,release_name,video_release_date,type,distributor
190190100,Sadako 3D,79650119,Sadako 3D,2013-06-04,Regular,Well Go USA Video
190210100,"Love, Marilyn",89070119,"Love, Marilyn",2013-12-31,Regular,Docurama Video
190320100,Ōkami Kodomo no Ame to Yuki,156730119,Wolf Children,2013-11-26,Regular,Funimation Productions
190390100,Earth to Echo,101100119,Earth to Echo,2014-10-21,Regular,Fox Home Entertainment
190400100,The Frozen Ground,86350119,The Frozen Ground,2013-10-01,Regular,Lionsgate Home Entertainment
190480100,Lucha Mexico,132280119,Lucha Mexico,2016-07-15,Online Only,Kino Lorber
190600100,Sammy's avonturen 2,81000119,A Turtle's Tale 2: Sammy's Escape From Paradise,2013-03-26,Regular,Vivendi Visual
190660100,Cockneys vs. Zombies,85400119,Cockneys vs. Zombies,2013-09-03,Regular,Shout Factory
190760100,Hannah Arendt,88000119,Hannah Arendt,2013-11-19,Regular,Zeitgeist Home
190770100,In a World...,90020119,In a World...,2014-01-21,Regular,Sony Pictures Home Entertainment
190780100,Austenland,90920119,Austenland,2014-02-11,Regular,Sony Pictures Home Entertainment
190800100,Walk of Shame,95580119,Walk of Shame,2014-06-17,Regular,Universal Home Entertainment
190810100,The Nut Job,91300119,The Nut Job,2014-04-15,Regular,Universal Home Entertainment
190820100,Furious 7,114730119,Furious 7,2015-08-25,Online Only,Universal Home Entertainment
190830100,Hell Baby,89080119,Hell Baby,2013-12-31,Regular,Alchemy
190840100,At Middleton,92690119,At Middleton,2014-04-01,Regular,Anchor Bay Home Entertainment
190850100,The Quiet Ones,97580119,The Quiet  Ones,2014-08-19,Regular,Lionsgate Home Entertainment
190870100,The Starving Games,90070119,The Starving Games,2014-01-21,Regular,ARC Entertainment Video
190910100,Fury,105470119,Fury,2015-01-27,Regular,Sony Pictures Home Entertainment
190920100,New World,80110119,New World,2013-07-23,Regular,Well Go USA Video
190990100,Bereurlin,89020119,Bereurlin,2013-12-24,Regular,CJ Entertainment
191000100,Las aventuras de Tadeo Jones,89670119,Las aventuras de Tadeo Jones,2014-01-14,Regular,Vivendi Visual
191020100,Our Nixon,89690119,Our Nixon,2014-01-14,Regular,Docurama Video
191060100,Hours,91630119,Hours,2014-03-04,Regular,Lionsgate Home Entertainment
191090100,Open Grave,96500119,Open Grave,2014-07-15,Regular,Umvd
191160100,Nebraska,91430119,Nebraska,2014-02-25,Regular,Paramount Home Video
191170100,Project Almanac,112820119,Project Almanac,2015-05-26,Online Only,Paramount Home Video
191180100,Heaven is for Real,96650119,Heaven is for Real,2014-07-22,Regular,Sony Pictures Home Entertainment
191190100,22 Jump Street,102710119,22 Jump Street,2014-11-18,Regular,Sony Pictures Home Entertainment
191200100,Sex Tape,101110119,Sex Tape,2014-10-21,Regular,Sony Pictures Home Entertainment
191210100,When the Game Stands Tall,103720119,When the Game Stands Tall,2014-12-09,Regular,Sony Pictures Home Entertainment
191340100,Blackfish,87700119,Blackfish,2013-11-12,Regular,Magnolia Home Entertainment
191400100,Twixt,82570119,Twixt,2013-07-23,Regular,Fox Home Entertainment
191420100,The Act of Killing,89240119,The Act of Killing,2014-01-07,Regular,New Video Group
191520100,Du zhan,84640119,Du zhan,2013-10-15,Regular,Well Go USA Video
191580100,A Band Called Death,100960119,A Band Called Death,2013-08-13,Regular,Image Entertainment Video
191590100,Tammy,102440119,Tammy,2014-11-11,Regular,Warner Home Video
191600100,Deliver Us from Evil,102050119,Deliver Us from Evil,2014-10-28,Regular,Sony Pictures Home Entertainment
191790100,Da Shang Hai,83750119,The Last Tycoon,2013-09-17,Regular,Well Go USA Video
191850100,Devil's Due,93760119,Devil's Due,2014-04-29,Regular,Fox Home Entertainment
191860100,The Other Woman,96880119,The Other Woman,2014-07-29,Regular,Fox Home Entertainment
191890100,Pokazatelnyy protess: Istoriya Pussy Riot,91110119,Pussy Riot: A Punk Prayer,2014-02-11,Regular,Docurama Video
191930100,Cutie and the Boxer,90650119,Cutie and the Boxer,2014-02-04,Regular,Anchor Bay Home Entertainment
191950100,A Haunted House 2,95550119,A Haunted House 2,2014-08-12,Regular,Universal Home Entertainment
191960100,A Million Ways to Die in The West,100160119,A Million Ways to Die in The West,2014-10-07,Regular,Universal Home Entertainment
191970100,Big Hero 6,106140119,Big Hero 6,2015-02-03,Online Only,Buena Vista Home Entertainment
191980100,Pandora's Promise,95520119,Pandora's Promise,2014-06-24,Regular,Alive Mind
192010100,Flukt,80980119,Escape,2014-05-14,Regular,eOne
192040100,Big Bad Wolves,101500119,Big Bad Wolves,2014-04-22,Regular,Magnolia Home Entertainment
192090100,The Dragon Pearl,83990119,The Dragon Pearl,2013-06-18,Regular,ARC Entertainment Video
192100100,Empire State,85360119,Empire State,2013-09-03,Regular,Lionsgate Home Entertainment
192130100,Venuto al mondo,91510119,Venuto al mondo,2014-02-25,Regular,eOne
192140100,Ot vinta 3D,87440119,Ot vinta 3D,2013-08-06,Regular,Lionsgate Home Entertainment
192260100,L’écume des jours,102510119,Mood Indigo,2014-11-11,Regular,Cinedigm
192300100,Ferdinand,169160119,Ferdinand,2018-02-27,Online Only,Fox Home Entertainment
192320100,The Angry Birds Movie,134260119,The Angry Birds Movie,2016-07-29,Online Only,Sony Pictures Home Entertainment
192330100,The Face of Love,96550119,The Face of Love,2014-07-15,Regular,Mpi Home Video
192340100,The Rocket,93800119,The Rocket,2014-04-29,Regular,Kino Video
192510100,Exodus: Gods and Kings,107650119,Exodus: Gods and Kings,2015-03-03,Online Only,Fox Home Entertainment
192530100,Open Road,81280119,Open Road,2013-05-21,Regular,Universal Home Entertainment
192580100,Assassin’s Creed,147530119,Assassin’s Creed,2017-03-10,Online Only,Fox Home Entertainment
192610100,Bad Words,96250119,Bad Words,2014-07-08,Regular,Universal Home Entertainment
192660100,Oculus,97100119,Oculus,2014-08-05,Regular,Fox Home Entertainment
192700100,Endless Love,94620119,Endless Love,2014-05-27,Regular,Universal Home Entertainment
192720100,3 Days to Kill,93480119,3 Days to Kill,2014-05-20,Regular,Fox Home Entertainment
192730100,Ghost Team One,88880119,Ghost Team One,2013-12-17,Regular,Paramount Home Video
192820100,Her,93270119,Her,2014-05-13,Regular,Warner Home Video
192840100,Short Term 12,89530119,Short Term 12,2014-01-14,Regular,Docurama Video
192850100,Nostalghia,90150119,Nostalghia,2014-01-21,Regular,Kino Video
193030100,Wer,101860119,Wer,2014-09-23,Regular,Universal Home Entertainment
193100100,Victor Frankenstein,123810119,Victor Frankenstein,2016-02-23,Online Only,Fox Home Entertainment
193110100,Alvin and the Chipmunks: The Road Chip,125630119,Alvin and the Chipmunks: The Road Chip,2016-03-04,Online Only,Fox Home Entertainment
193250100,Non-Stop,94080119,Non-Stop,2014-06-10,Regular,Universal Home Entertainment
193300100,Adore,88620119,Adore,2013-12-10,Regular,Paramount Home Video
193320100,All is Bright,88020119,All is Bright,2013-11-19,Regular,Anchor Bay Home Entertainment
193330100,Banshee Chapter,90670119,Banshee Chapter,2014-02-04,Regular,Arc/Xlrator
193340100,Cold Comes the Night,91670119,Cold Comes the Night,2014-03-04,Regular,Sony Pictures Home Entertainment
193360100,Mother of George,90710119,Mother of George,2014-02-04,Regular,Oscilloscope Video
193390100,Terms and Conditions May Apply,87220119,Terms and Conditions May Apply,2013-09-05,Regular,Phase 4 Films Video
193420100,The Canyons,88210119,The Canyons,2013-11-26,Regular,Mpi Home Video
193450100,Touchy Feely,88660119,Touchy Feely,2013-12-10,Regular,Magnolia Home Entertainment
193470100,Homefront,91930119,Homefront,2014-03-11,Regular,Universal Home Entertainment
193480100,Planes: Fire and Rescue,102170119,Planes: Fire and Rescue,2014-11-04,Regular,Buena Vista Home Entertainment
193490100,The Hundred-Foot Journey,101900119,The Hundred-Foot Journey,2014-12-02,Regular,Walt Disney Home Entertainment
193500100,The Expendables 3,103030119,The Expendables 3,2014-11-25,Regular,Lionsgate Home Entertainment
193510100,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",106310119,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",2015-02-10,Regular,Walt Disney Home Entertainment
193530100,Into the Woods,108710119,Into the Woods,2015-03-24,Regular,Buena Vista Home Entertainment
193640100,Dolphin Tale 2,103710119,Dolphin Tale 2,2014-12-09,Regular,Warner Home Video
193650100,A.C.O.D.,89660119,A.C.O.D.,2014-01-14,Regular,Paramount Home Video
193720100,Independence Day: Resurgence,138490119,Independence Day: Resurgence,2016-09-27,Online Only,Fox Home Entertainment
193730100,Miss Peregrine’s Home for Peculiar Children,143460119,Miss Peregrine’s Home for Peculiar Children,2016-12-13,Regular,Fox Home Entertainment
193750100,Somm,85380119,Somm,2013-09-13,Regular,First Run Home
193790100,Narco Cultura,101610119,Narco Cultura,2014-02-25,Regular,Docurama Video
193800100,That Awkward Moment,94450119,That Awkward Moment,2014-05-13,Regular,Sony Pictures Home Entertainment
193810100,Self/Less,120140119,Self/Less,2015-10-27,Online Only,Universal Home Entertainment
193820100,The Young Messiah,131790119,The Young Messiah,2016-06-14,Regular,Universal Home Entertainment
193830100,Inside Out,117270119,Inside Out,2015-10-13,Online Only,Walt Disney Home Entertainment
194020100,The Ultimate Life,87400119,The Ultimate Life,2013-12-10,Regular,Fox Home Entertainment
194030100,We Are What We Are,89230119,We Are What We Are,2014-01-07,Regular,eOne
194070100,Fifty Shades of Grey,109090119,Fifty Shades of Grey,2015-04-28,Online Only,Universal Home Entertainment
194100100,Afternoon Delight,91190119,Afternoon Delight,2014-02-18,Regular,Docurama Video
194130100,Cinderella,114240119,Cinderella,2015-09-15,Regular,Buena Vista Home Entertainment
194140100,Terminator: Genisys,118070119,Terminator: Genisys,2015-10-20,Online Only,Paramount Home Video
194150100,Moana,145860119,Moana,2017-02-21,Online Only,Walt Disney Home Entertainment
194220100,Blue Caprice,89650119,Blue Caprice,2014-01-14,Regular,IFC Video
194230100,The Summit,94320119,The Summit,2014-02-11,Regular,Mpi Home Video
194240100,Una Noche,89010119,Una Noche,2013-12-24,Regular,Mpi Home Video
194250100,No se Aceptan Devoluciones,90010119,No se Aceptan Devoluciones,2014-01-21,Regular,Lionsgate Home Entertainment
194260100,Drew: The Man Behind the Poster,87230119,Drew: The Man Behind the Poster,2013-11-19,Regular,Kino Video
194310100,Night Train to Lisbon,88850119,Night Train to Lisbon,2013-12-17,Regular,Lionsgate Home Entertainment
194510100,Sweetwater,89050119,Sweetwater,2013-12-31,Regular,ARC Entertainment Video
194540100,I Declare War,101010119,I Declare War,2013-11-12,Regular,Image Entertainment Video
194560100,Unbroken,108150119,Unbroken,2015-02-10,Online Only,Universal Home Entertainment
194570100,Spectre,123430119,Spectre,2016-01-22,Regular,Sony Pictures Home Entertainment
194690100,La Vie d'Adèle – Chapitres 1 & 2,91520119,La Vie d'Adèle – Chapitres 1 & 2,2014-02-25,Regular,Criterion
194740100,As I Lay Dying,87500119,As I Lay Dying,2013-11-05,Regular,Alchemy
194750100,I'm in Love with a Church Girl,89550119,I'm in Love with a Church Girl,2014-01-14,Regular,Vivendi Visual
194760100,Jackass Presents: Bad Grandpa,90310119,Jackass Presents: Bad Grandpa,2014-01-28,Regular,Paramount Home Video
194790100,Belle,97900119,Belle,2014-08-26,Regular,Fox Home Entertainment
194800100,Dom Hemingway,96750119,Dom Hemingway,2014-07-22,Regular,Fox Home Entertainment
194920100,In the Blood,95100119,In the Blood,2014-06-03,Regular,Anchor Bay Home Entertainment
194930100,Comme un chef,101150119,Comme un chef,2014-10-21,Regular,eOne/Cohen
194980100,Trust Me,97920119,Trust Me,2014-08-26,Regular,Anchor Bay Home Entertainment
194990100,Underdogs,89450119,Underdogs,2014-01-14,Online Only,Freestyle Digital Media
195020100,Concussion,90370119,Concussion,2014-01-28,Regular,Anchor Bay Home Entertainment
195050100,The Possession of Michael King,97930119,The Possession of Michael King,2014-08-26,Regular,Anchor Bay Home Entertainment
195080100,The Trials of Muhammad Ali,93550119,The Trials of Muhammad Ali,2014-04-22,Regular,Kino Video
195090100,Kill the Messenger,106350119,Kill the Messenger,2015-02-10,Regular,Universal Home Entertainment
195100100,How I Live Now,91080119,How I Live Now,2014-02-11,Regular,Magnolia Home Entertainment
195110100,Enough Said,87690119,Enough Said,2014-01-14,Regular,Fox Home Entertainment
195150100,La maison de la radio,94600119,La maison de la radio,2014-04-22,Regular,Kino Lorber
195180100,Parkland,87000119,Parkland,2013-11-05,Regular,Alchemy
195190100,Let the Fire Burn,96850119,Let the Fire Burn,2014-03-25,Regular,Zeitgeist Home
195230100,Nuclear Nation,101300119,Nuclear Nation,2014-10-21,Regular,First Run Home
195330100,Zero Charisma,92990119,Zero Charisma,2014-04-08,Regular,New Video Group
195350100,The Broken Circle Breakdown,91980119,The Broken Circle Breakdown,2014-03-11,Regular,New Video Group
195430100,Man of Tai Chi,88580119,Man of Tai Chi,2013-12-10,Regular,Anchor Bay Home Entertainment
195440100,Reasonable Doubt,92210119,Reasonable Doubt,2014-03-18,Regular,Lionsgate Home Entertainment
195460100,Snake and Mongoose,92890119,Snake and Mongoose,2014-04-08,Regular,Anchor Bay Home Entertainment
195470100,The Judge,105480119,The Judge,2015-01-27,Regular,Warner Home Video
195480100,The Interview,104590119,The Interview,2014-12-25,Online Only,Sony Pictures Home Entertainment
195510100,Design is One,102550119,Design is One,2014-12-02,Regular,First Run Home
195520100,Birth of the Living Dead,89270119,Birth of the Living Dead,2014-01-07,Regular,First Run Home
195530100,The Hero of Color City,103170119,The Hero of Color City,2014-12-02,Regular,Magnolia Home Entertainment
195560100,GMO OMG,96710119,GMO OMG,2014-07-22,Regular,Mpi Home Video
195570100,Tian zhu ding,92940119,Tian zhu ding,2014-04-08,Regular,Kino Video
195580100,The Inevitable Defeat of Mister and Pete,90620119,The Inevitable Defeat of Mister and Pete,2014-02-04,Regular,Fox Home Entertainment
195600100,Haunter,90980119,Haunter,2014-02-11,Regular,Mpi Home Video
195620100,Le passé,92420119,The Past,2014-03-25,Regular,Sony Pictures Home Entertainment
195630100,The Invisible Woman,93290119,The Invisible Woman,2014-04-15,Regular,Sony Pictures Home Entertainment
195640100,Monster Trucks,149670119,Monster Trucks,2017-03-28,Online Only,Paramount Home Video
195670100,My Little Pony: Equestria Girls,84070119,My Little Pony: Equestria Girls,2013-08-06,Regular,Shout Factory
195740100,Best Night Ever,92970119,Best Night Ever,2014-04-08,Regular,Magnolia Home Entertainment
195820100,Inequality for All,89200119,Inequality for All,2014-01-07,Regular,Anchor Bay Home Entertainment
195890100,Yip Man: Jung gik yat jin,87720119,Ip Man: The Final Fight,2013-11-12,Regular,Well Go USA Video
195900100,The Short Game,95330119,The Short Game,2014-06-10,Regular,Phase 4 Films Video
195910100,Five Dances,96920119,Five Dances,2014-07-29,Regular,Wolfe Video
195940100,Neighbors,96470119,Neighbors,2014-09-23,Regular,Universal Home Entertainment
196010100,Alone Yet Not Alone,114820119,Alone Yet Not Alone,2015-07-07,Online Only,Cinedigm
196040100,Clown,132010119,Clown,2016-06-17,Online Only,Anchor Bay Home Entertainment
196060100,I Spit on Your Grave 2,89940119,I Spit on Your Grave 2,2013-09-24,Regular,Anchor Bay Home Entertainment
196090100,Grupo 7,84650119,Unit 7,2013-08-27,Regular,Kino Video
196100100,Generation Iron,97520119,Generation Iron,2014-04-15,Regular,Anchor Bay Home Entertainment
196120100,Teenage,104100119,Teenage,2014-09-09,Regular,Oscilloscope Video
196170100,Le Week-End,96380119,Le Week-End,2014-07-08,Regular,Music Box Films Video
196180100,Foxcatcher,107390119,Foxcatcher,2015-03-03,Regular,Sony Pictures Home Entertainment
196190100,Paranormal Activity: The Marked Ones,92880119,Paranormal Activity: The Marked Ones,2014-04-08,Regular,Paramount Home Video
196200100,Ted 2,121600119,Ted 2,2015-12-01,Online Only,Universal Home Entertainment
196270100,Alan Partridge,95310119,Alan Partridge,2014-06-10,Regular,Magnolia Home Entertainment
196280100,Million Dollar Arm,100170119,Million Dollar Arm,2014-10-07,Regular,Buena Vista Home Entertainment
196330100,Great Expectations,93310119,Great Expectations,2014-04-15,Regular,Fox Home Entertainment
196340100,In Fear,92010119,In Fear,2014-03-11,Regular,Anchor Bay Home Entertainment
196380100,Batman v Superman: Dawn of Justice,132190119,Batman v Superman: Dawn of Justice,2016-06-28,Online Only,Warner Home Video
196470100,Winter's Tale,95810119,Winter's Tale,2014-06-24,Regular,Warner Home Video
196480100,Chappie,110720119,Chappie,2015-05-29,Online Only,Sony Pictures Home Entertainment
196490100,Diana,90930119,Diana,2014-02-11,Regular,eOne
196590100,The Green Inferno,120620119,The Green Inferno,2015-12-22,Online Only,Universal Home Entertainment
196600100,Linsanity,89220119,Linsanity,2014-01-07,Regular,ARC Entertainment Video
196640100,Wild Africa 3D,85140119,Wild Africa 3D,2013-06-25,Regular,3D-Media.tv
196740100,Vikingdom,86300119,Vikingdom,2014-01-21,Regular,Epic Pictures
196770100,The Armstrong Lie,90960119,The Armstrong Lie,2014-02-11,Regular,Sony Pictures Home Entertainment
196800100,Get on Up,104810119,Get on Up,2015-01-06,Regular,Universal Home Entertainment
196990100,God Loves Uganda,93510119,God Loves Uganda,2014-05-19,Regular,First Run Home
197000100,Go For Sisters,97440119,Go For Sisters,2014-08-19,Regular,Freestyle Digital Media
197010100,On The Job,91030119,On The Job,2014-02-11,Regular,Well Go USA Video
197020100,Jewtopia,91000119,Jewtopia,2014-02-11,Regular,New Video Group
197030100,The Art of the Steal,94190119,The Art of the Steal,2014-05-06,Regular,Anchor Bay Home Entertainment
197050100,The Square,184360119,The Square,2014-01-17,Netflix Exclusive,Netflix
197060100,The Lunchbox,96020119,The Lunchbox,2014-07-01,Regular,Sony Pictures Home Entertainment
197070100,Search Party,130260119,Search Party,2016-05-13,Online Only,Focus World
197150100,Kaze Tachinu,102730119,The Wind Rises,2014-11-18,Regular,Buena Vista Home Entertainment
197230100,Island of Lemurs: Madagascar,108190119,Island of Lemurs: Madagascar,2015-03-10,Online Only,Universal Home Entertainment
197240100,Journey to the South Pacific,192540119,Journey to the South Pacific,2018-12-11,Regular,Mill Creek Entertainment
197250100,The Bag Man,92680119,The Bag Man,2014-04-01,Regular,Universal Home Entertainment
197310100,Argento's Dracula 3D,90350119,Argento's Dracula 3D,2014-01-28,Regular,Mpi Home Video
197330100,The Last Days on Mars,91660119,The Last Days on Mars,2014-03-04,Regular,Magnolia Home Entertainment
197340100,Paddington,109990119,Paddington,2015-04-28,Regular,Anchor Bay Home Entertainment
197390100,Hostsonaten,85990119,Hostsonaten,2013-09-17,Regular,Criterion
197420100,The Sacrament,97610119,The Sacrament,2014-08-19,Regular,Magnolia Home Entertainment
197430100,Vi ar bast!,99520119,Vi ar bast!,2014-09-23,Regular,Magnolia Home Entertainment
197460100,Locke,97390119,Locke,2014-08-12,Regular,Lionsgate Home Entertainment
197520100,Spinning Plates,91070119,Spinning Plates,2014-02-11,Regular,Inception Media Group
197530100,A Perfect Man,90400119,A Perfect Man,2014-01-28,Regular,Mpi Home Video
197700100,Big Sur,89560119,Big Sur,2014-01-14,Regular,ARC Entertainment Video
197710100,Addicted,105690119,Addicted,2015-01-27,Online Only,Lionsgate Home Entertainment
197720100,The Giver,103040119,The Giver,2014-11-25,Regular,Anchor Bay Home Entertainment
197730100,"McFarland, USA",110620119,"McFarland, USA",2015-06-02,Regular,Buena Vista Home Entertainment
197890100,Autoreiji: Biyondo,92000119,Autoreiji: Biyondo,2014-03-11,Regular,Magnolia Home Entertainment
197910100,Breathe In,97350119,Breathe In,2014-08-12,Regular,eOne/Cohen
198200100,Into the Storm,102750119,Into the Storm,2014-11-18,Regular,Warner Home Video
198210100,Horrible Bosses 2,106610119,Horrible Bosses 2,2015-02-10,Online Only,Warner Home Video
198220100,The Star,167950119,The Star,2018-02-06,Online Only,Sony Pictures Home Entertainment
198240100,Watermark,96370119,Watermark,2014-07-08,Regular,Entertainment One
198260100,Philomena,93050119,Philomena,2014-04-15,Regular,Anchor Bay Home Entertainment
198280100,50 to 1,110110119,50 to 1,2015-04-28,Regular,Sony Pictures Home Entertainment
198350100,Gimme Shelter,93750119,Gimme Shelter,2014-04-29,Regular,Lionsgate Home Entertainment
198400100,Snezhnaya koroleva,105450119,Snezhnaya koroleva,2014-01-28,Regular,Vertical Entertainment
198430100,The Fault in Our Stars,99010119,The Fault in Our Stars,2014-09-16,Regular,Fox Home Entertainment
198440100,I Am Divine,91910119,I Am Divine,2014-04-08,Regular,Wolfe Video
198470100,Flores Raras,91100119,Flores Raras,2014-02-11,Regular,Wolfe Video
198490100,Sabotage,94860119,Sabotage,2014-07-22,Regular,Universal Home Entertainment
198510100,Dislecksia: The Movie,118640119,Dislecksia: The Movie,2015-09-20,Regular,Virgil Films and Entertainment
198520100,Di Renjie zhi shendu longwang,91020119,Di Renjie zhi shendu longwang,2014-02-14,Regular,Well Go USA Video
198630100,Before I Go to Sleep,105580119,Before I Go to Sleep,2015-01-27,Regular,Fox Home Entertainment
198640100,Begin Again,102040119,Begin Again,2014-10-28,Regular,Anchor Bay Home Entertainment
198660100,The Christmas Candle,102220119,The Christmas Candle,2014-11-04,Regular,Echolight
198680100,Life of Crime,101780119,Life of Crime,2014-10-28,Regular,Lionsgate Home Entertainment
198710100,Menu degustacio,100240119,Tasting Menu,2014-10-07,Regular,Magnolia Home Entertainment
198720100,A Walk Among the Tombstones,105000119,A Walk Among the Tombstones,2015-01-13,Regular,Universal Home Entertainment
198730100,Khumba,90950119,Khumba,2014-02-11,Regular,Alchemy
198760100,The Pervert's Guide to Ideology,91200119,The Pervert's Guide to Ideology,2014-02-18,Regular,Zeitgeist Home
198790100,Son of God,94050119,Son of God,2014-06-03,Regular,Fox Home Entertainment
198800100,Gone Girl,104990119,Gone Girl,2015-01-13,Regular,Fox Home Entertainment
198810100,The Double,97870119,The Double,2014-08-26,Regular,Magnolia Home Entertainment
198820100,The Grand Budapest Hotel,95530119,The Grand Budapest Hotel,2014-06-17,Regular,Fox Home Entertainment
198840100,Ahi va el diablo,92230119,Here Comes the Devil,2014-03-18,Regular,Magnolia Home Entertainment
198870100,Fading Gigolo,97570119,Fading Gigolo,2014-08-19,Regular,Alchemy
198910100,The Unknown Known,95990119,The Unknown Known,2014-07-01,Regular,Anchor Bay Home Entertainment
198970100,Justin Bieber’s Believe,92920119,Justin Bieber's Believe,2014-04-08,Regular,Universal Home Entertainment
198980100,"Nosferatu, eine Symphonie des Grauens",87010119,"Nosferatu, eine Symphonie des Grauens",2013-11-12,Regular,Kino Video
199050100,The Immigrant,109610119,The Immigrant,2015-04-07,Regular,Anchor Bay Home Entertainment
199080100,The Pretty One,95120119,The Pretty One,2014-06-03,Regular,Sony Pictures Home Entertainment
199090100,Repentance,95850119,Repentance,2014-06-24,Regular,Lionsgate Home Entertainment
199130100,Stalingrad,94460119,Stalingrad,2014-05-13,Regular,Sony Pictures Home Entertainment
199160100,Faust,95240119,Faust,2014-06-24,Regular,Kino Lorber
199170100,Contracted,193320119,Contracted,2014-03-18,Regular,Mpi Home Video
199200100,Crimson Peak,124160119,Crimson Peak,2016-01-26,Online Only,Universal Home Entertainment
199230100,The Anonymous People,95360119,The Anonymous People,2014-06-10,Regular,Kino Lorber
199460100,The Best of Me,105860119,The Best of Me,2015-02-03,Regular,Universal Home Entertainment
199560100,Battle of the Damned,91180119,Battle of the Damned,2014-02-18,Regular,Anchor Bay Home Entertainment
199590100,Knights of Badassdom,92670119,Knights of Badassdom,2014-04-01,Regular,eOne
199600100,Le dernier des injustes,99500119,Le dernier des injustes,2014-09-23,Regular,eOne/Cohen
199640100,Cesar Chavez,96690119,Cesar Chavez,2014-07-22,Regular,Lionsgate Home Entertainment
199680100,Wakolda,99040119,The German Doctor,2014-09-16,Regular,First Run Home
199720100,Cell,133420119,Cell,2016-06-10,Regular,Lionsgate Home Entertainment
199740100,The Railway Man,97290119,The Railway Man,2014-08-12,Regular,Anchor Bay Home Entertainment
199750100,"Unsere Mutter, unsere Vater",94140119,"Unsere Mutter, unsere Vater",2014-05-06,Regular,Music Box Films Video
199770100,Pozitia copiului,94980119,Pozitia copiului,2014-05-27,Regular,Zeitgeist Home
199780100,In Secret,94670119,In Secret,2014-05-20,Regular,Lionsgate Home Entertainment
199790100,Only Lovers Left Alive,97540119,Only Lovers Left Alive,2014-08-19,Regular,Sony Pictures Home Entertainment
199800100,Jersey Boys,102450119,Jersey Boys,2014-11-11,Regular,Warner Home Video
199810100,Live by Night,148400119,Live by Night,2017-03-07,Online Only,Warner Home Video
199820100,Unfinished Business,112880119,Unfinished Business,2015-05-29,Online Only,Fox Home Entertainment
199830100,Spy!,117300119,Spy!,2015-09-01,Online Only,Fox Home Entertainment
199870100,Life of a King,91090119,Life of a King,2014-02-11,Regular,Alchemy
199900100,This is Where I Leave You,104310119,This is Where I Leave You,2014-12-16,Regular,Warner Home Video
199940100,The Huntsman: Winter’s War,132180119,The Huntsman: Winter’s War,2016-08-02,Online Only,Universal Home Entertainment
199970100,Alien: Covenant,156140119,Alien: Covenant,2017-08-15,Regular,Fox Home Entertainment
200010100,The Captive,107410119,The Captive,2015-03-03,Regular,Lionsgate Home Entertainment
200020100,La migiliore offerta,93770119,La migiliore offerta,2014-04-29,Regular,Mpi Home Video
200050100,Elaine Stritch: Shoot Me,103930119,Elaine Stritch: Shoot Me,2014-06-24,Regular,Mpi Home Video
200070100,La grande bellezza,92410119,La grande bellezza,2014-03-25,Regular,Criterion
200090100,Mission: Impossible—Rogue Nation,121110119,Mission: Impossible - Rogue Nation,2015-11-17,Online Only,Paramount Home Video
200210100,Tôkyô monogatari,88060119,Tokyo monogatari,2013-11-19,Regular,Criterion
200220100,Frontera,102200119,Frontera,2014-11-04,Regular,Magnolia Home Entertainment
200270100,Insidious Chapter 3,118390119,Insidious Chapter 3,2015-09-22,Online Only,Sony Pictures Home Entertainment
200290100,13 Sins,95680119,13 Sins,2014-06-17,Regular,Anchor Bay Home Entertainment
200330100,Afternoon of a Faun: Tanaquil Le Clercq,95260119,Afternoon of a Faun: Tanaquil Le Clercq,2014-06-24,Regular,Kino Lorber
200370100,Raze,94700119,Raze,2014-05-20,Regular,Mpi Home Video
200380100,The Truth About Emanuel,92450119,The Truth About Emanuel,2014-03-25,Regular,Well Go USA Video
200390100,The Final Member,101060119,The Final Member,2014-06-17,Regular,New Video Group
200400100,The Purge: Anarchy,101090119,The Purge: Anarchy,2014-10-21,Regular,Universal Home Entertainment
200410100,Jane Got a Gun,128410119,Jane Got a Gun,2016-04-15,Online Only,Anchor Bay Home Entertainment
200420100,Dumb and Dumber To,104960119,Dumb and Dumber To,2015-02-03,Online Only,Universal Home Entertainment
200430100,Regression,129950119,Regression,2016-05-10,Regular,Anchor Bay Home Entertainment
200440100,The Jungle Book,133730119,The Jungle Book,2016-08-23,Online Only,Walt Disney Home Entertainment
200450100,Alice Through the Looking Glass,134980119,Alice Through the Looking Glass,2016-10-18,Regular,Walt Disney Home Entertainment
200470100,Elle s'en va,96970119,Elle s'en va,2014-07-29,Regular,eOne/Cohen
200580100,Blackhat,110060119,Blackhat,2015-05-05,Online Only,Universal Home Entertainment
200590100,The Boy Next Door,110100119,The Boy Next Door,2015-04-28,Regular,Universal Home Entertainment
200610100,Filth,100620119,Filth,2014-08-12,Regular,Magnolia Home Entertainment
200680100,Kids for Cash,100910119,Kids for Cash,2014-12-02,Regular,Kino Lorber
200730100,Nymphomaniac: Volume II,96300119,Nymphomaniac: Volume II,2014-07-08,Regular,Magnolia Home Entertainment
200750100,X-Men: Apocalypse,133890119,X-Men: Apocalypse,2016-09-09,Online Only,Fox Home Entertainment
200780100,Interior. Leather Bar.,101660119,Interior. Leather Bar.,2014-04-15,Regular,Strand Home
200820100,Barefoot,93560119,Barefoot,2014-04-22,Regular,Lionsgate Home Entertainment
