movie_odid,display_name,production_company,billing,financing,in association with,production
220120100,3 Nights in the Desert,Cowan    ,1,,,1
220120100,3 Nights in the Desert,Suits,2,,,1
220130100,Z for Zachariah,Zik Zak Filmworks,1,,,1
220130100,Z for Zachariah,Sighvatsson Films,2,,,1
220130100,Z for Zachariah,Material Pictures,3,,,1
220150100,War Dogs,Warner Bros.,1,1,,
220150100,War Dogs,Joint Effort,2,,,1
220150100,War Dogs,The Mark Gordon Company,3,,,1
220190100,Woman in Gold,Origin Pictures Productions,1,,,1
220200100,The Water Diviner,Hopscotch Features,1,,,1
220200100,The Water Diviner,Fear of God Films,2,,,1
220210100,Criminal,Summit Entertainment,1,1,,
220210100,Criminal,Millennium Films,2,1,,1
220210100,Criminal,Benderspink Productions,3,,,1
220210100,Criminal,Campbell Grobman Films,4,,,1
220230100,Mechanic: Resurrection,Summit Entertainment,1,1,,
220230100,Mechanic: Resurrection,Millennium Films,2,1,,1
220230100,Mechanic: Resurrection,Chartoff Winkler Productions,3,,,1
220240100,Knock Knock,Dragonfly Entertainment,1,,1,1
220240100,Knock Knock,Sobras International Pictures,2,,1,1
220240100,Knock Knock,Camp Greay Productions,3,,1,1
220240100,Knock Knock,Elevated,4,,,1
220240100,Knock Knock,Black Bear,5,,,1
220250100,Cop Car,Audax Films,1,,,1
220250100,Cop Car,Dark Arts,1,,,1
220250100,Cop Car,Park Pictures Features,2,,,1
220260100,Bound to Vengeance,Itaca Films,2,,1,1
220260100,Bound to Vengeance,Dark Factory Entertainment,1,,,1
220270100,The Magnificent Seven,Metro-Goldwyn-Mayer Pictures,1,1,,
220270100,The Magnificent Seven,Columbia Pictures,2,1,,
220270100,The Magnificent Seven,LStar Capital,3,1,1,
220270100,The Magnificent Seven,Village Roadshow Productions,4,1,1,
220270100,The Magnificent Seven,Pin High,5,,,1
220270100,The Magnificent Seven,Escape Artists,6,,,1
220290100,The Salt of the Earth,Amazonas Images,1,,,1
220290100,The Salt of the Earth,Solares delle arti,2,,,1
220290100,The Salt of the Earth,La Region-Ile-de-France,3,1,0,1
220290100,The Salt of the Earth,Les Amis de la Maison Europeenne de la Photographie,4,1,,1
220350100,Risate di gioia,Silvio Clementelli,1,,,1
220370100,Tales of Halloween,Epic Pictures Group,1,1,,1
220440100,Mistress America,Fox Searchlight Pictures,1,1,,1
220440100,Mistress America,RT Features,2,,1,1
220450100,Mississippi Grind,Sycamore Pictures,1,1,0,0
220450100,Mississippi Grind,Electric City Entertainment,2,,,1
220460100,Digging for Fire,The Orchard,1,,1,1
220460100,Digging for Fire,Forager Film Company,2,,1,1
220460100,Digging for Fire,Webber Gilbert Media Group,3,,1,1
220460100,Digging for Fire,Dark Arts,4,,,1
220460100,Digging for Fire,Lucky Coffee Productions,5,,,1
220460100,Digging for Fire,Garrett Motion Pictures,6,,,1
220470100,Experimenter,B B Film Productions,1,0,1,1
220470100,Experimenter,F J Productions,2,0,1,1
220470100,Experimenter,Intrinsinc Value Films,3,0,1,1
220470100,Experimenter,Jeff Rice Films,4,0,1,1
220470100,Experimenter,2B Pictures,5,0,1,1
220470100,Experimenter,Marzipan Entertainment,6,0,1,1
220470100,Experimenter,Magnolia Pictures,7,1,,
220480100,Grandma,1821 Pictures,1,,,1
220480100,Grandma,Depth of Field,2,,,1
220500100,Prophet’s Prey,Imagine Entertainment,1,,0,1
220500100,Prophet’s Prey,Disarming Films,2,,1,1
220500100,Prophet’s Prey,Artemis Rising Films,3,,1,1
220500100,Prophet’s Prey,Showtime Documentary Films,4,1,,
220510100,Brooklyn,Wildgaze Films,1,,0,1
220510100,Brooklyn,Finola Dwyer Productions,2,,0,1
220510100,Brooklyn,Parallel Films,3,,0,1
220510100,Brooklyn,Item 7,4,,0,1
220510100,Brooklyn,Ingenious Media,5,,1,1
220510100,Brooklyn,Bai Rte,6,,1,1
220510100,Brooklyn,HanWay Films,7,,1,1
220510100,Brooklyn,BBC Films,8,1,,
220510100,Brooklyn,Telefilm Canada,9,1,,
220510100,Brooklyn,Irish Film Board,10,1,,
220510100,Brooklyn,Sodec,11,1,,
220510100,Brooklyn,BFI,12,1,,
220520100,Don Verdean,Lionsgate Premiere,1,1,,
220520100,Don Verdean,Buffalo Film Company,2,,,1
220530100,I'll See You in My Dreams,Two Flints,1,,,1
220530100,I'll See You in My Dreams,Jeff Rice Films,2,,1,1
220530100,I'll See You in My Dreams,Northern Lights Films,3,,1,1
220530100,I'll See You in My Dreams,Part2 Filmworks,4,,1,1
220540100,Seoul Searching,Mondo Paradoso Films,1,,,1
220540100,Seoul Searching,Bowery Hills Entertainment,2,,,1
220540100,Seoul Searching,Wonder Vision,3,1,1,
220550100,Sleeping with Other People,Gloria Sanchez,1,,,1
220590100,The Tribes of Palos Verdes,Relativity Squared,1,,,
220630100,Kidnapping Mr. Heineken,Informant Europe,1,,,1
220680100,Gett: The Trial of Viviane Amsalem,Music Box Films,1,,,1
220680100,Gett: The Trial of Viviane Amsalem,Deux Beaux Garcons Films,2,,,1
220680100,Gett: The Trial of Viviane Amsalem,Elzevir & Compagnie,3,,,1
220680100,Gett: The Trial of Viviane Amsalem,Riva Filmproduktion,4,,,1
220680100,Gett: The Trial of Viviane Amsalem,Canal Plus,5,1,1,1
220680100,Gett: The Trial of Viviane Amsalem,Israel Film Fund,6,1,1,1
220700100,The Living,Shooting Films,1,,,1
220750100,Alien Outpost,Bioscope Films,1,,,1
220760100,The Founder,FilmNation Entertainment,1,1,,1
220760100,The Founder,The Combine,2,,,1
220760100,The Founder,Weinstein Company,3,1,,
220760100,The Founder,Faliro House Productions,4,1,1,
220780100,Queen and Country,Le Pacte,1,,,1
220780100,Queen and Country,Irish Film Board,2,,1,1
220780100,Queen and Country,Merlin Films,3,,1,1
220790100,Dior and I,CIM Productions,1,,,1
220800100,The Gallows,New Line Cinema,1,,,1
220800100,The Gallows,Blumhouse,2,,,1
220800100,The Gallows,Entertainment 360,4,,,1
220800100,The Gallows,Tremendum Pictures,3,,,1
220850100,Pret a tout,Jerico,1,,,1
220850100,Pret a tout,StudioCanal,2,1,,1
220850100,Pret a tout,M6 Films,3,,,1
220850100,Pret a tout,Chaocorp,4,,,1
220860100,P.K.,Vinod Chopra Films,1,,,1
220860100,P.K.,Rajkumar Hirani Films,2,,,1
220860100,P.K.,UTV Motion Pictures,3,,,1
220950100,The Games Maker,Pampa Films,1,,0,1
220950100,The Games Maker,Sepia Films,2,,0,1
220950100,The Games Maker,DAP Italy,3,,0,1
220950100,The Games Maker,7Glab Entertainment,4,,1,1
220950100,The Games Maker,Orinoco Films,5,,1,1
220950100,The Games Maker,Telefe,6,1,,1
220950100,The Games Maker,Benteveo Producciones,7,,1,1
220950100,The Games Maker,INCAA,8,1,,
220950100,The Games Maker,Shaw Rocket Fund,9,1,,
220950100,The Games Maker,Telefilm Canada,10,1,,
220950100,The Games Maker,MIBACT,11,1,,
220950100,The Games Maker,Movie Central,12,1,,1
220950100,The Games Maker,The Movie Network,13,1,,1
220970100,Shaun the Sheep,StudioCanal,1,,,1
220970100,Shaun the Sheep,Aardman Animations,2,,,1
220970100,Shaun the Sheep,Anton Capital Entertainment,3,1,1,1
220980100,Trudno byt bogom,Studio Server,1,,,1
220980100,Trudno byt bogom,Russia 1 TV Channel,2,,,1
220990100,Slow West,DMC Film,1,,,
220990100,Slow West,See-Saw Films,2,,,
220990100,Slow West,Gardner Films,3,,,
221010100,One Small Hitch,Principle Entertainment,1,,,1
221020100,Sur le chemin de l'ecole,Winds,1,,,1
221020100,Sur le chemin de l'ecole,Ymagis,2,,,1
221020100,Sur le chemin de l'ecole,Cinema Herodiade,3,,,1
221030100,Cut Bank,Untitled Entertainment,1,,,1
221030100,Cut Bank,Mt Media,2,,,1
221100100,The Forbidden Room,Phi Films,1,,,1
221100100,The Forbidden Room,Buffalo Gal Pictures,2,,,1
221100100,The Forbidden Room,NFB,3,,,1
221110100,Trespass Against Us,Potboiler Productions,1,,,1
221110100,Trespass Against Us,Film 4,2,1,0,0
221110100,Trespass Against Us,BFI,3,1,,
221110100,Trespass Against Us,Animal Kingdom,4,1,1,
221110100,Trespass Against Us,LypSync Productions,5,1,1,
221110100,Trespass Against Us,Westgrove Partners,6,1,1,
221110100,Trespass Against Us,DMC Film,7,1,1,
221110100,Trespass Against Us,Protagonist Pictures,8,1,1,
221120100,Dheepan,Why Not Productions,1,,,1
221120100,Dheepan,Page 114,2,,,1
221120100,Dheepan,France 2 Cinema,3,1,,
221130100,When the Bough Breaks,Screen Gems,1,1,,
221130100,When the Bough Breaks,Unique Features,2,,,1
221180100,Don't Blink,Premiere Entertainment Group,1,,,1
221180100,Don't Blink,Echo Wolf Productions,2,,,1
221200100,Wei ai zhi jian ru jia jing,Hyayi Brothers Corp.,1,1,,1
221200100,Wei ai zhi jian ru jia jing,TIK Films,2,1,,
221200100,Wei ai zhi jian ru jia jing,Huayi Brothers International,3,1,,
221210100,Gukjesijang,JK Film,1,,,1
221210100,Gukjesijang,CJ Entertainment,2,,,1
221230100,The Taking of Tiger Mountain,Bona Film Group,1,,,1
221230100,The Taking of Tiger Mountain,August First Film Studios,2,,,1
221230100,The Taking of Tiger Mountain,Huaxia Film & Distribution Coroporation,3,,,1
221260100,Cong cong na nian,Beijing Galloping Horse,1,,,1
221260100,Cong cong na nian,Beijing Enlight Pictures,2,,,1
221260100,Cong cong na nian,Gravity Pictures,3,,,1
221290100,5 to 7,Mockingbird Pictures,1,,,1
221290100,5 to 7,Demarest Films,2,,,1
221300100,"Guten Tag, Ramon",Beanca Films,1,,,1
221300100,"Guten Tag, Ramon",MPN Cologne Film 3,2,,,1
221300100,"Guten Tag, Ramon",Fox International Productions,3,,1,1
221340100,Maya the Bee,Buzz Studios,1,,,1
221340100,Maya the Bee,Studio 100 Media,2,,,1
221340100,Maya the Bee,ZDF,5,,1,1
221340100,Maya the Bee,Flying Bark Productions,4,,1,1
221340100,Maya the Bee,Screen NSW,3,,1,1
221360100,Before I Wake,Relativity Media,1,1,,
221360100,Before I Wake,Demarest Films,2,1,,1
221360100,Before I Wake,Mica Entertainment,3,1,1,
221360100,Before I Wake,Intrepid Pictures,4,,,1
221380100,Black November,Wells & Jeta Entertainment,1,,,1
221400100,Tevar,Sanjay Kapoor Entertainment ,1,,,1
221420100,Shamitabh,Hope Productions,1,,,1
221420100,Shamitabh,Amitabh Bachchan Corporation,2,,,1
221420100,Shamitabh,Wunderbar Films,3,,,1
221420100,Shamitabh,Balaji Motion Pictures,4,,,1
221430100,Badlapur,Maddock Films,1,,,1
221440100,Farewell to Hollywood,Corra Films,1,,,1
221450100,Eastern Boys,Les Films de Pierre,1,,,1
221450100,Eastern Boys,CNC,2,1,,1
221450100,Eastern Boys,Canal Plus,3,1,,1
221450100,Eastern Boys,Region Aquitaine,4,1,,1
221450100,Eastern Boys,Departement Pyrenees Atlantiques,5,1,,1
221450100,Eastern Boys,Cofinova     ,6,1,1,1
221460100,"Farewell, Herr Schwartz",Made in Germany Filmproduktion,1,,,1
221460100,"Farewell, Herr Schwartz",Black Sheep,2,,1,1
221470100,L'armee du salut,Les Films de Pierre,1,,,1
221470100,L'armee du salut,Les Films Pelleas,2,,,1
221470100,L'armee du salut,Rita Productions,3,,,1
221470100,L'armee du salut,Ali N'Films,4,,,1
221470100,L'armee du salut,CNC,5,,1,1
221470100,L'armee du salut,RTS Radio,6,,1,1
221490100,Il capitale umano,Indiana Production Company,1,,,1
221490100,Il capitale umano,RAI Cinema,2,,,1
221490100,Il capitale umano,Manny Films,3,,,1
221490100,Il capitale umano,Motorino Amaranto,4,,,1
221510100,Miss Hill: Making Dance Matter,First Run Features,1,,,1
221520100,R100,"Yoshimoto Kogyo Co., LTD",1,,,1
221520100,R100,Yoshimoto Creative Agency,2,,1,1
221520100,R100,Phantom Films,3,,1,1
221540100,Above and Beyond,Playmount,1,,,1
221540100,Above and Beyond,Katahdin Productions,2,,,1
221550100,Amira & Sam,Five by Eight,1,,,1
221560100,Bande de filles,Hold Up Films & Productions,1,,,1
221560100,Bande de filles,Lilies Films,2,,,1
221560100,Bande de filles,Arte France Cinema,3,,1,1
221560100,Bande de filles,CNC,4,0,1,1
221560100,Bande de filles,Foods Images de la Diversity,5,1,1,1
221560100,Bande de filles,Agence Nationale pour la Cohesion Sociale et l’Egalite des Chances,6,1,1,1
221570100,Mike and Dave Need Wedding Dates,20th Century Fox,1,1,,1
221570100,Mike and Dave Need Wedding Dates,Chernin Entertainment,2,1,,1
221570100,Mike and Dave Need Wedding Dates,TSG Entertainment,3,1,,1
221610100,The Lovers,Corsan,1,,,1
221610100,The Lovers,Limelight Media,2,,1,1
221610100,The Lovers,Bliss Media Limited,3,,1,1
221610100,The Lovers,Neelmudra Entertainment,4,,1,1
221610100,The Lovers,Aristos Films,5,,1,1
221610100,The Lovers,Filmfinance XII,6,1,1,1
221610100,The Lovers,Singularity Productions Wildkite,7,,1,1
221630100,The Salvation,Zentropa Entertainments33,1,,,1
221630100,The Salvation,Spier Films,2,,1,1
221630100,The Salvation,Forward Films,3,,1,1
221630100,The Salvation,Danish Film Institute,4,1,1,1
221630100,The Salvation,Nordic Film and TV Fund,5,1,1,1
221630100,The Salvation,Film i Vast,6,1,1,1
221690100,The Bad Batch,Annapurna Pictures,1,1,,
221690100,The Bad Batch,VICE,2,1,1,
221690100,The Bad Batch,Human Stew Factory,3,,,1
221700100,The Historian,Historia,1,,,1
221730100,Zombeavers,Armory Films,1,,,1
221730100,Zombeavers,Benderspink Productions,2,,,1
221730100,Zombeavers,Hypotenuse Films,3,,1,1
221740100,Wyrmwood,Guerilla Films    ,1,,,1
221740100,Wyrmwood,Screen Australia,2,,1,1
221740100,Wyrmwood,Ticket to Ride,3,,1,1
221750100,The Boss,Gary Sanchez Productions,1,,,1
221750100,The Boss,On The Day Productions,2,,,1
221750100,The Boss,Universal Pictures,3,1,,
221760100,The Purge: Election Year,Universal Pictures,1,1,,
221760100,The Purge: Election Year,Platinum Dunes,2,,,1
221760100,The Purge: Election Year,Blumhouse,3,,,1
221760100,The Purge: Election Year,Why Not Productions,4,,,1
221770100,Kubo and the Two Strings,Focus Features,1,1,,
221770100,Kubo and the Two Strings,Laika,2,,,1
221780100,The Great Wall,Legendary Pictures,1,1,,1
221780100,The Great Wall,Universal Pictures,2,1,,
221780100,The Great Wall,Atlas Entertainment,3,,,1
221790100,Sing,Illumination Entertainment,1,1,,1
221810100,Smallfoot,Zaftig Films,1,0,,1
221810100,Smallfoot,Warner Bros.,3,1,,
221810100,Smallfoot,RatPac Entertainment,2,1,1,
221810100,Smallfoot,Warner Animation Group,4,,,1
221820100,Kajaki,Pukka Films,1,1,0,1
221820100,Kajaki,Lipsync Productions,2,,1,1
221830100,Brand: A Second Coming,Ignite Channel,1,1,,
221830100,Brand: A Second Coming,Interloper Films,2,,,1
221830100,Brand: A Second Coming,Mayfair Film Partnership,3,,1,1
221920100,Sunshine on Leith,Entertainment Film Distributors,1,1,,
221920100,Sunshine on Leith,BFI,2,1,1,
221920100,Sunshine on Leith,Creative Scotland,3,1,1,
221920100,Sunshine on Leith,DNA Films,4,,,1
221920100,Sunshine on Leith,Black Camel Pictures,5,,,1
221940100,Tumbledown,Hahnscape Entertainment,1,,,1
221940100,Tumbledown,Bron Studios,2,,,1
221940100,Tumbledown,Starz Digital Media,3,1,,
221940100,Tumbledown,Corner Piece Capital LLC,4,1,1,0
221940100,Tumbledown,Rusticator Pictures,5,1,1,0
221940100,Tumbledown,CW Media Finance,6,1,1,
221950100,The Wrecking Crew,Magnolia Pictures,1,,,1
221950100,The Wrecking Crew,Lunch Box Entertainment,2,,,1
221970100,Noble,Ansty Productions,1,,,1
221970100,Noble,Destiny Films,2,,1,1
221980100,Sam Klemke's Time Machine,Closer Productions,3,,,1
221980100,Sam Klemke's Time Machine,South Australian Film Corp.,1,1,,
221980100,Sam Klemke's Time Machine,Adelaide Film Festival,2,1,,
222040100,Pete’s Dragon,Walt Disney Pictures,1,1,,
222040100,Pete’s Dragon,Whitaker Entertainment,2,,,1
222050100,Ghost in the Shell,DreamWorks Pictures,1,1,,0
222050100,Ghost in the Shell,Paramount Pictures,2,1,,0
222050100,Ghost in the Shell,Reliance Entertainment,3,1,,0
222050100,Ghost in the Shell,Arad Productions,4,,,1
222070100,The Big Short,Regency Enterprises,2,1,,
222070100,The Big Short,Plan B Entertainment,1,,,
222090100,Queen of the Desert,IFC Films,1,1,,
222090100,Queen of the Desert,120dB Films,2,1,1,
222090100,Queen of the Desert,Palmyra Films,3,1,1,
222090100,Queen of the Desert,Benaroya Pictures,4,,,1
222090100,Queen of the Desert,Elevated,5,,,1
222110100,Omoide no Mani,Studio Ghibli,1,,,
222120100,The Seven Five,All3Media,1,,,1
222130100,Colonia,Majestic Filmproduktion,1,1,,1
222130100,Colonia,Iris Productions,2,,1,1
222130100,Colonia,Rat Pack,3,,1,1
222130100,Colonia,Rezo Productions,4,,1,1
222130100,Colonia,Fred Films,5,0,1,1
222130100,Colonia,ProSieben,6,1,1,
222130100,Colonia,Sky     ,7,1,1,
222140100,Baby,Cape of Good Films,1,,,1
222140100,Baby,Crouching Tiger Motion Pictures,2,,,1
222180100,Allure,Kostic Films,1,,,1
222180100,Allure,Surla Films,2,,,1
222200100,Results,Magnolia Pictures,1,,,1
222200100,Results,Burn Later,2,,,1
222200100,Results,Houston King Productions,3,,,1
222220100,Felix et Meira,Metafilms,1,,,1
222240100,3 coeurs,Rectangle Productions,1,,,1
222240100,3 coeurs,Wild Bunch,2,,,1
222240100,3 coeurs,Pandora Filmproduktion,3,,,1
222240100,3 coeurs,Scope Pictures,4,,,1
222240100,3 coeurs,Arte France Cinema,5,,,1
222240100,3 coeurs,Arte Deutschland,6,,,1
222240100,3 coeurs,WDR,7,,,1
222240100,3 coeurs,Rhone-Alpes Cinema,8,,,1
222250100,War Room,Tri-Star Pictures,1,,1,1
222250100,War Room,Faithstep Films,2,,1,1
222250100,War Room,Provident Films,3,,,1
222250100,War Room,Affirm Films,4,,,1
222250100,War Room,Kendrick Brothers Productions,5,,,1
222290100,Barely Lethal,Pantelion Films,1,,,1
222290100,Barely Lethal,RKO Pictures,2,,,1
222290100,Barely Lethal,Hopscotch Pictures,3,,,1
222290100,Barely Lethal,RatPac Entertainment,4,,,1
222290100,Barely Lethal,Main Street Films,5,,,1
222410100,Army Of One,Conde Nast,1,,,1
222410100,Army Of One,Endgame Entertainment,2,1,,
222410100,Army Of One,Dimension Films,3,1,,
222410100,Army Of One,CNE Productions,4,1,1,
222410100,Army Of One,Latchkey,5,1,1,
222410100,Army Of One,Bandito Brothers,6,1,1,
222410100,Army Of One,Scythia Films,7,1,1,
222450100,Benpao Ba! Xiongdi,Zhejiang Blue Star,1,,,1
222450100,Benpao Ba! Xiongdi,"International Media Co., Ltd",2,,,1
222450100,Benpao Ba! Xiongdi,Hyayi Brothers Corp.,3,,,1
222450100,Benpao Ba! Xiongdi,"Group Co., Ltd",4,,,1
222450100,Benpao Ba! Xiongdi,Wanda Media,5,,,1
222460100,The Other Man: F.W. de Klerk and the End of Apartheid,Baraka Productions,1,,,1
222460100,The Other Man: F.W. de Klerk and the End of Apartheid,Naashon Zalk Media,2,,1,1
222460100,The Other Man: F.W. de Klerk and the End of Apartheid,Downtown Community Television,3,,1,1
222470100,You yi ge di fang zhi you wo men zhi dao,Kaila Pictures Co. Ltd. ,1,,,1
222480100,Eva,Escandalo Films,1,,,1
222490100,Do You Believe?,Pure Flix,1,,,1
222490100,Do You Believe?,10 West Studios,2,,1,1
222490100,Do You Believe?,Believe Entertainment,3,,1,1
222530100,The Witch,A24,1,1,,1
222530100,The Witch,Parts and Labor,2,1,,1
222530100,The Witch,RT Features,3,1,,1
222530100,The Witch,Rooks Nest Entertainment,4,1,,1
222530100,The Witch,Maiden Voyage Films,5,1,,1
222530100,The Witch,Mott Street Pictures,6,1,,1
222530100,The Witch,Code Red,7,1,1,1
222530100,The Witch,Scythia Films,8,1,1,1
222530100,The Witch,Pulse Films,9,1,1,1
222530100,The Witch,Special Projects,10,1,1,1
222550100,Batkid Begins,KTF Films,1,,,1
222570100,Misery Loves Comedy,Heretic Films,1,,,
222570100,Misery Loves Comedy,NewAley Pictures,2,,,
222610100,Strangerland,Dragonfly Pictures,1,,,1
222610100,Strangerland,Fastnet Films,2,,,1
222610100,Strangerland,Worldview Entertainment,3,,,1
222630100,10 Days in a Madhouse,Pendragon Pictures,1,,,1
222630100,10 Days in a Madhouse,Cafe Pictures,2,1,1,1
222630100,10 Days in a Madhouse,Tricoast Worldwide,3,1,,1
222690100,Body,Oscilloscope Laboratories,1,1,,
222690100,Body,The Last Picture Company,2,1,,
222690100,Body,Smiley Ball Films,3,,1,1
222690100,Body,Silver Sound,4,,1,1
222720100,Love the Coopers,CBS Films,1,1,,1
222720100,Love the Coopers,Imagine Entertainment,2,,,1
222720100,Love the Coopers,Groundswell Productions,3,,,1
222720100,Love the Coopers,Handwritten Films,4,,,1
222740100,Der 7bte Zwerg,7 Dwarves Animation Company,1,,,1
222740100,Der 7bte Zwerg,Cinemendo,2,,0,1
222740100,Der 7bte Zwerg,Erfttal Film   ,3,,0,1
222740100,Der 7bte Zwerg,CC Median,4,,0,1
222740100,Der 7bte Zwerg,Transwaal Film,5,,0,1
222740100,Der 7bte Zwerg,Europool,6,,1,1
222740100,Der 7bte Zwerg,The German Federal Film Board,7,1,,
222740100,Der 7bte Zwerg,Hessen Invest Film,8,1,,
222740100,Der 7bte Zwerg,Filmforderung Hamburg,9,1,,
222740100,Der 7bte Zwerg,Schlweswig Holstein,10,1,,
222740100,Der 7bte Zwerg,Filmfernsehfonds Bayern,11,1,,
222740100,Der 7bte Zwerg,Nordmedia,12,1,,
222740100,Der 7bte Zwerg,Niedersachsen/Bremen,13,1,,
222740100,Der 7bte Zwerg,The German Federal Film Fund,14,1,,
222750100,Extinction,Vaca Films,1,,,1
222750100,Extinction,Ombra Films,2,,,1
222750100,Extinction,Telefonica Studios,3,,1,1
222750100,Extinction,Laokoon Cinema,4,,1,1
222750100,Extinction,Television Espanola,5,1,,1
222750100,Extinction,Canal Plus,6,1,,1
222770100,Visions,Blumhouse,1,,,
222800100,Tangerine,Through Films,1,,,1
222800100,Tangerine,Magnolia Pictures,2,,,1
222800100,Tangerine,Duplass Brothers,3,,,1
222800100,Tangerine,Cre Films,4,,1,1
222800100,Tangerine,Freestyle Picture Co. ,5,,1,1
222880100,Concussion,Columbia Pictures,1,1,,
222880100,Concussion,LStar Capital,2,1,1,
222880100,Concussion,Village Roadshow Productions,3,,1,1
222880100,Concussion,Scott Free Films,4,,0,1
222880100,Concussion,Shuman Company,5,,0,1
222880100,Concussion,Cara Films,6,,0,1
222880100,Concussion,Cantillon Company,7,,0,1
222890100,Praia do Futuro,Coracao da Selva,1,,,1
222890100,Praia do Futuro,Hank Levine Film,2,,,1
222890100,Praia do Futuro,Detailfilm,3,,,1
222890100,Praia do Futuro,Watchmen Productions,4,,,1
222890100,Praia do Futuro,HBO Latin America Originals,5,,1,1
222900100,Detective Byomkesh Bakshy,Yash Raj Films,1,,,1
222900100,Detective Byomkesh Bakshy,Dibakar Banerjee Productions,2,,,1
222920100,Southpaw,Riche   ,1,,,1
222920100,Southpaw,Escape Artists,2,,1,1
222920100,Southpaw,Fuqua Films,3,,1,1
222930100,The Perfect Guy,Rocklin/Faust,1,,,1
222940100,Rings,Parkes+Macdonald Productions,2,,,1
222940100,Rings,Paramount Pictures,1,1,,
222960100,Star Trek Beyond,Paramount Pictures,1,1,,
222960100,Star Trek Beyond,Bad Robot,2,,,1
222960100,Star Trek Beyond,Skydance Productions,3,1,,
222960100,Star Trek Beyond,Sneaky Shark,4,,,1
222960100,Star Trek Beyond,Perfect Storm Entertainment,5,,,1
222990100,Fantastic Beasts: The Crimes of Grindelwald,Heyday Films,1,,,1
222990100,Fantastic Beasts: The Crimes of Grindelwald,Warner Bros.,2,1,,
223030100,Hacksaw Ridge,Cross Creek Pictures,1,1,,
223030100,Hacksaw Ridge,Pandemonium,2,,,1
223030100,Hacksaw Ridge,Summit Entertainment,5,1,,
223030100,Hacksaw Ridge,Permut Presentations,3,,,1
223030100,Hacksaw Ridge,Demarest Films,4,1,1,
223030100,Hacksaw Ridge,Argent Pictures,6,1,1,
223040100,Gold,Black Bear,1,1,,1
223040100,Gold,Hwy 61 Films,2,,,1
223040100,Gold,Sierra Films,3,1,,
223040100,Gold,Affinity,4,1,,0
223080100,Star Wars Ep. VIII: The Last Jedi,Lucasfilm,1,,,1
223080100,Star Wars Ep. VIII: The Last Jedi,Walt Disney Pictures,2,1,,
223100100,Manchester by the Sea,Amazon Studios,1,1,,
223100100,Manchester by the Sea,K Period Media,2,1,1,1
223100100,Manchester by the Sea,Pearl Street,3,,,1
223100100,Manchester by the Sea,Media Farm,4,,,1
223100100,Manchester by the Sea,A/Middleton Project,5,,,1
223100100,Manchester by the Sea,B Story ,6,,,1
223140100,A Bigger Splash,Fox Searchlight Pictures,1,1,,
223140100,A Bigger Splash,StudioCanal,2,1,,
223140100,A Bigger Splash,Frenesy Film,3,,,1
223140100,A Bigger Splash,"Regione Siciliana Tourism, Sport and Entertainment Department",4,1,1,0
223140100,A Bigger Splash,Sicilia Film Commission,5,1,1,0
223140100,A Bigger Splash,Program Sensi Contemporanei Cinema,6,1,1,0
223140100,A Bigger Splash,Regione Lazio,7,1,1,
223140100,A Bigger Splash,COTA Films,8,,1,1
223160100,Criminal Activities,RLJ Entertainment,1,1,0,0
223160100,Criminal Activities,Mayday Movie Productions,2,1,1,0
223160100,Criminal Activities,Neenee Productions,3,1,1,0
223160100,Criminal Activities,Producer's Capital Fund,4,1,1,0
223160100,Criminal Activities,Phoenix Rising Motion Pictures,5,,,1
223160100,Criminal Activities,Wayne Rice,6,,,1
223170100,The Ticket,Rush River Entertainment,1,1,,
223170100,The Ticket,Cave Pictures,2,1,,
223170100,The Ticket,Initiate Productions,3,1,1,
223170100,The Ticket,Katydid Films,4,1,1,
223170100,The Ticket,BCOF Pictures,5,1,1,
223170100,The Ticket,The Solution Entertainment Group,6,1,1,
223170100,The Ticket,Blackbird,7,,,1
223180100,The Wolfpack,Magnolia Pictures,1,,,1
223180100,The Wolfpack,Kotva Films,2,,,1
223180100,The Wolfpack,Verisimilitude,3,,,1
223200100,Hits,Honora,1,,,1
223200100,Hits,Brooks Media,2,,1,1
223210100,The Life and Mind of Mark DeFriest,Found Objects,1,,,1
223210100,The Life and Mind of Mark DeFriest,Naked Edge Films,2,,,1
223210100,The Life and Mind of Mark DeFriest,Mighty Pictures,3,,1,1
223210100,The Life and Mind of Mark DeFriest,Thoughtmakers,4,,1,1
223230100,Cheatin',Plymptoons,1,,,1
223240100,Songs My Brothers Taught Me,Heartheaded Productions,2,,1,1
223240100,Songs My Brothers Taught Me,Significant Productions,1,1,,1
223240100,Songs My Brothers Taught Me,Nifty Pictures,3,,1,1
223240100,Songs My Brothers Taught Me,Standalone Productions,4,,1,1
223250100,Fresh Dressed,Mass Appeal,1,,,1
223360100,What We Did on Our Holiday,Origin Pictures Productions,1,,,1
223360100,What We Did on Our Holiday,BBC Films,2,,,1
223360100,What We Did on Our Holiday,Creative Scotland,3,,1,1
223390100,Brotherly Love,Flavor Unit Films,1,,,1
223390100,Brotherly Love,Jacavi Films,2,,1,1
223390100,Brotherly Love,Electric Republic,3,,1,1
223440100,Septembers of Shiraz,Millennium Films,1,1,,
223440100,Septembers of Shiraz,G-Base,2,,,1
223440100,Septembers of Shiraz,Eclectic Pictures,3,,,1
223460100,Love & Friendship,Westerly Films,1,,,1
223460100,Love & Friendship,Blinder Films,2,,,1
223460100,Love & Friendship,Chic Films,3,,,1
223460100,Love & Friendship,Revolver Picture,4,,1,1
